"no_of_dependents","education","self_employed","income_annum","loan_amount","loan_term","cibil_score","residential_assets_value","commercial_assets_value","luxury_assets_value","bank_asset_value","loan_status"
4.0,"1","1",5900000.0,1.18E7,8.0,479.0,1.1E7,1200000.0,1.57E7,3900000.0,"0"
5.0,"1","0",1200000.0,2400000.0,14.0,495.0,1800000.0,1800000.0,4100000.0,1300000.0,"0"
2.0,"0","0",9700000.0,3.02E7,14.0,769.0,2.37E7,1.36E7,2.64E7,7500000.0,"1"
5.0,"0","1",4700000.0,1.18E7,4.0,639.0,3600000.0,700000.0,9400000.0,5500000.0,"1"
5.0,"1","0",4200000.0,1.25E7,18.0,723.0,1200000.0,300000.0,1.29E7,6100000.0,"1"
4.0,"1","0",9300000.0,2.61E7,16.0,623.0,1.17E7,1.05E7,2.11E7,1.07E7,"1"
3.0,"0","1",5300000.0,2.08E7,6.0,487.0,9700000.0,3400000.0,1.85E7,4200000.0,"0"
0.0,"1","0",7600000.0,3.01E7,2.0,743.0,2.07E7,8700000.0,2.76E7,9600000.0,"1"
2.0,"1","0",6200000.0,1.69E7,12.0,754.0,2300000.0,4200000.0,1.53E7,7900000.0,"1"
0.0,"1","0",8900000.0,2.16E7,10.0,552.0,2300000.0,9900000.0,2.07E7,1.19E7,"1"
4.0,"0","1",7900000.0,2.73E7,10.0,560.0,2.31E7,1.44E7,2.85E7,1.09E7,"1"
1.0,"1","1",3500000.0,1.08E7,14.0,632.0,6900000.0,1500000.0,1.09E7,4200000.0,"1"
2.0,"1","0",5300000.0,1.67E7,18.0,339.0,4600000.0,3300000.0,1.2E7,4100000.0,"0"
2.0,"0","0",1400000.0,3100000.0,4.0,881.0,3700000.0,400000.0,5000000.0,1100000.0,"1"
1.0,"0","1",9100000.0,2.36E7,20.0,535.0,2800000.0,1.76E7,2.64E7,4500000.0,"0"
4.0,"0","0",4400000.0,1.72E7,4.0,563.0,4100000.0,3700000.0,1.27E7,2900000.0,"1"
5.0,"0","0",2800000.0,8200000.0,14.0,615.0,7400000.0,3300000.0,6700000.0,2700000.0,"1"
3.0,"0","0",1300000.0,3300000.0,8.0,795.0,1400000.0,800000.0,4600000.0,1600000.0,"1"
4.0,"1","0",8400000.0,2.87E7,14.0,878.0,2.34E7,8300000.0,2.39E7,8600000.0,"1"
5.0,"1","1",5300000.0,1.4E7,6.0,633.0,1.18E7,4500000.0,1.28E7,6100000.0,"1"
2.0,"1","0",6000000.0,1.39E7,4.0,533.0,3000000.0,9600000.0,1.46E7,4100000.0,"0"
2.0,"0","1",2100000.0,6800000.0,12.0,795.0,6100000.0,1900000.0,7200000.0,2400000.0,"1"
0.0,"0","0",4300000.0,1.1E7,4.0,374.0,7100000.0,7300000.0,9300000.0,4700000.0,"0"
4.0,"0","1",7300000.0,2.29E7,12.0,848.0,6300000.0,2900000.0,2.85E7,4100000.0,"1"
2.0,"1","0",5200000.0,1.62E7,12.0,890.0,1.05E7,9600000.0,1.58E7,3900000.0,"1"
3.0,"1","0",4700000.0,9800000.0,14.0,444.0,8200000.0,300000.0,1.57E7,3800000.0,"0"
4.0,"1","0",7800000.0,2.85E7,4.0,803.0,1.55E7,1.13E7,2.11E7,9800000.0,"1"
3.0,"1","1",500000.0,1900000.0,18.0,618.0,-100000.0,600000.0,1000000.0,400000.0,"1"
1.0,"0","1",6000000.0,2.03E7,14.0,845.0,5000000.0,7800000.0,2.37E7,8700000.0,"1"
4.0,"1","0",4800000.0,1.08E7,12.0,833.0,3000000.0,4000000.0,1.64E7,7100000.0,"1"
3.0,"1","1",8900000.0,1.93E7,12.0,767.0,1.2E7,2200000.0,2.47E7,7700000.0,"1"
1.0,"1","1",1800000.0,4000000.0,16.0,747.0,700000.0,200000.0,4600000.0,900000.0,"1"
2.0,"1","0",3000000.0,7000000.0,4.0,588.0,5300000.0,3400000.0,1.19E7,3400000.0,"1"
4.0,"0","0",7700000.0,2.45E7,20.0,582.0,9800000.0,6600000.0,2.91E7,6500000.0,"1"
1.0,"0","0",8300000.0,2.04E7,14.0,348.0,5600000.0,1.25E7,2.91E7,4700000.0,"0"
4.0,"0","0",4200000.0,9400000.0,4.0,726.0,1.0E7,8100000.0,1.61E7,5500000.0,"1"
4.0,"1","1",8000000.0,3.12E7,6.0,482.0,1.98E7,1.15E7,2.22E7,5700000.0,"0"
2.0,"1","1",9400000.0,3.0E7,16.0,565.0,1200000.0,3900000.0,2.82E7,9000000.0,"1"
1.0,"1","0",800000.0,2400000.0,16.0,872.0,2400000.0,1200000.0,1900000.0,900000.0,"1"
0.0,"1","1",500000.0,1300000.0,4.0,825.0,600000.0,0.0,1800000.0,200000.0,"1"
2.0,"1","1",6100000.0,2.23E7,8.0,694.0,1.62E7,1.09E7,2.29E7,7200000.0,"1"
3.0,"1","1",8500000.0,3.08E7,20.0,448.0,2.3E7,1400000.0,2.29E7,7900000.0,"0"
5.0,"1","1",7600000.0,1.8E7,12.0,452.0,7900000.0,4300000.0,2.38E7,4700000.0,"0"
3.0,"0","0",8700000.0,1.79E7,12.0,897.0,1.64E7,3500000.0,3.16E7,1.25E7,"1"
4.0,"0","0",9400000.0,2.02E7,10.0,803.0,2.48E7,1000000.0,3.44E7,4800000.0,"1"
1.0,"0","1",400000.0,900000.0,8.0,828.0,600000.0,500000.0,1500000.0,300000.0,"1"
0.0,"1","0",2700000.0,7500000.0,6.0,832.0,7700000.0,1200000.0,1.0E7,2500000.0,"1"
1.0,"0","1",2300000.0,5500000.0,6.0,861.0,1600000.0,1200000.0,4700000.0,1700000.0,"1"
0.0,"1","0",7500000.0,1.59E7,2.0,535.0,1.75E7,5700000.0,2.36E7,4500000.0,"0"
4.0,"0","1",7100000.0,1.94E7,16.0,363.0,1.79E7,2600000.0,2.26E7,4000000.0,"0"
1.0,"0","1",8800000.0,2.86E7,8.0,631.0,1.1E7,1.32E7,2.5E7,7700000.0,"1"
2.0,"0","0",8400000.0,2.07E7,6.0,513.0,500000.0,1.64E7,1.88E7,7900000.0,"0"
0.0,"1","1",4700000.0,1.62E7,16.0,317.0,1.27E7,400000.0,9400000.0,2500000.0,"0"
1.0,"1","0",6900000.0,1.95E7,2.0,809.0,6100000.0,1.06E7,2.29E7,9300000.0,"1"
3.0,"0","0",2400000.0,8200000.0,10.0,531.0,6800000.0,1900000.0,5700000.0,2000000.0,"0"
1.0,"0","1",1600000.0,4800000.0,14.0,544.0,2200000.0,200000.0,6200000.0,1200000.0,"0"
0.0,"1","0",3500000.0,7800000.0,14.0,366.0,6400000.0,3000000.0,1.37E7,4900000.0,"0"
0.0,"0","0",3700000.0,1.27E7,14.0,797.0,1300000.0,1100000.0,1.23E7,3700000.0,"1"
1.0,"0","0",3200000.0,1.2E7,16.0,597.0,6800000.0,1900000.0,7700000.0,2200000.0,"1"
2.0,"0","1",7000000.0,2.25E7,12.0,632.0,1.25E7,4600000.0,2.04E7,4900000.0,"1"
5.0,"0","0",9300000.0,2.83E7,12.0,741.0,7600000.0,1.29E7,3.24E7,5200000.0,"1"
0.0,"0","0",200000.0,800000.0,20.0,331.0,300000.0,0.0,500000.0,100000.0,"0"
4.0,"1","0",6900000.0,1.65E7,8.0,426.0,3900000.0,5200000.0,1.83E7,9000000.0,"0"
3.0,"0","0",9000000.0,2.65E7,8.0,533.0,1.71E7,1.24E7,2.78E7,6000000.0,"0"
1.0,"0","0",6900000.0,2.27E7,16.0,394.0,3800000.0,4300000.0,2.74E7,8700000.0,"0"
0.0,"1","0",7500000.0,2.51E7,14.0,877.0,2.1E7,1.14E7,1.69E7,1.07E7,"1"
5.0,"0","0",9200000.0,2.8E7,8.0,527.0,1.87E7,7700000.0,2.44E7,6400000.0,"0"
1.0,"1","0",4600000.0,1.27E7,8.0,468.0,1.04E7,0.0,1.45E7,3900000.0,"0"
4.0,"1","1",5000000.0,1.96E7,18.0,611.0,1.34E7,4400000.0,1.44E7,4600000.0,"1"
2.0,"1","0",4500000.0,1.72E7,6.0,832.0,2700000.0,8500000.0,1.09E7,6700000.0,"1"
0.0,"1","0",7900000.0,2.27E7,18.0,508.0,6600000.0,7000000.0,3.16E7,8900000.0,"0"
5.0,"0","0",5100000.0,1.35E7,20.0,840.0,1400000.0,5300000.0,1.47E7,4500000.0,"1"
4.0,"1","0",3700000.0,7600000.0,14.0,794.0,9500000.0,7300000.0,1.21E7,4500000.0,"1"
1.0,"0","0",5300000.0,1.78E7,12.0,889.0,1.53E7,500000.0,1.49E7,6800000.0,"1"
4.0,"0","0",200000.0,500000.0,16.0,765.0,600000.0,100000.0,600000.0,100000.0,"1"
3.0,"1","1",9000000.0,1.86E7,16.0,518.0,1.84E7,1.76E7,2.89E7,1.03E7,"0"
3.0,"0","0",6900000.0,1.71E7,4.0,694.0,4200000.0,6100000.0,2.7E7,6000000.0,"1"
2.0,"0","0",700000.0,2300000.0,8.0,663.0,700000.0,500000.0,2800000.0,1000000.0,"1"
0.0,"1","0",2500000.0,8900000.0,2.0,662.0,4000000.0,2100000.0,9700000.0,3000000.0,"1"
0.0,"0","0",4600000.0,1.44E7,14.0,642.0,1.01E7,8700000.0,1.11E7,4800000.0,"1"
4.0,"1","0",1000000.0,3900000.0,10.0,701.0,2200000.0,1000000.0,4000000.0,900000.0,"1"
4.0,"0","1",9200000.0,3.01E7,6.0,632.0,2.37E7,6600000.0,3.42E7,6200000.0,"1"
3.0,"1","1",2200000.0,4400000.0,2.0,861.0,1300000.0,2600000.0,4500000.0,2300000.0,"1"
4.0,"1","1",9700000.0,3.33E7,12.0,784.0,1.46E7,1.58E7,3.79E7,6500000.0,"1"
0.0,"1","1",5500000.0,1.82E7,4.0,332.0,8100000.0,4000000.0,1.64E7,5600000.0,"1"
4.0,"0","1",1300000.0,3400000.0,2.0,763.0,3800000.0,200000.0,5100000.0,1400000.0,"1"
1.0,"0","1",7900000.0,1.91E7,2.0,593.0,2.08E7,1.22E7,2.61E7,7800000.0,"1"
2.0,"0","0",4300000.0,8800000.0,6.0,512.0,7200000.0,6500000.0,1.69E7,2700000.0,"0"
0.0,"0","0",3800000.0,1.33E7,6.0,655.0,9600000.0,0.0,8600000.0,2600000.0,"1"
3.0,"0","0",8700000.0,2.47E7,8.0,369.0,4000000.0,800000.0,3.11E7,4800000.0,"0"
3.0,"1","0",1300000.0,3100000.0,14.0,348.0,1500000.0,600000.0,3900000.0,600000.0,"0"
1.0,"0","1",6800000.0,1.68E7,10.0,736.0,2000000.0,2600000.0,2.38E7,5600000.0,"1"
1.0,"0","0",9100000.0,2.4E7,20.0,353.0,2.51E7,9200000.0,2.61E7,1.09E7,"0"
0.0,"1","0",3000000.0,1.13E7,16.0,478.0,5600000.0,2000000.0,9800000.0,2000000.0,"0"
0.0,"0","1",1200000.0,3000000.0,4.0,827.0,3200000.0,600000.0,2300000.0,1500000.0,"1"
1.0,"0","1",5000000.0,1.69E7,12.0,517.0,2200000.0,1500000.0,1.55E7,5400000.0,"0"
5.0,"1","1",9700000.0,2.47E7,18.0,648.0,1.51E7,600000.0,2.52E7,6800000.0,"1"
2.0,"0","1",7000000.0,2.38E7,10.0,689.0,8400000.0,5400000.0,1.57E7,7800000.0,"1"
1.0,"1","0",4100000.0,9100000.0,20.0,550.0,9900000.0,5200000.0,1.08E7,4800000.0,"1"
0.0,"1","1",5300000.0,1.29E7,20.0,826.0,1.55E7,6800000.0,1.2E7,5200000.0,"1"
1.0,"0","0",7300000.0,1.92E7,14.0,599.0,1.84E7,5400000.0,1.59E7,3700000.0,"1"
1.0,"1","0",6500000.0,1.85E7,16.0,815.0,6300000.0,1.0E7,1.34E7,4000000.0,"1"
4.0,"1","1",600000.0,1400000.0,4.0,761.0,800000.0,500000.0,2100000.0,300000.0,"1"
3.0,"0","1",5200000.0,1.5E7,20.0,432.0,6900000.0,5000000.0,1.56E7,5100000.0,"0"
4.0,"0","1",2800000.0,9200000.0,18.0,442.0,5800000.0,4800000.0,8400000.0,1300000.0,"0"
1.0,"1","1",7800000.0,2.33E7,6.0,620.0,3500000.0,2100000.0,2.22E7,7600000.0,"1"
2.0,"1","0",3000000.0,6500000.0,4.0,476.0,7900000.0,300000.0,9400000.0,1500000.0,"0"
4.0,"1","0",9300000.0,3.49E7,6.0,837.0,2.74E7,800000.0,2.14E7,8500000.0,"1"
3.0,"0","1",5100000.0,1.8E7,6.0,510.0,1.34E7,6600000.0,1.72E7,7600000.0,"0"
4.0,"0","1",4300000.0,1.61E7,18.0,849.0,3800000.0,6600000.0,1.71E7,6400000.0,"1"
3.0,"1","0",1100000.0,2100000.0,8.0,737.0,2900000.0,2000000.0,2500000.0,900000.0,"1"
2.0,"1","0",6500000.0,1.62E7,10.0,809.0,1.4E7,4700000.0,1.32E7,8600000.0,"1"
3.0,"0","0",6400000.0,2.3E7,8.0,520.0,1.21E7,1.14E7,1.6E7,3800000.0,"0"
2.0,"0","0",7400000.0,2.25E7,16.0,834.0,6400000.0,1.26E7,1.57E7,6000000.0,"1"
4.0,"1","0",8700000.0,3.21E7,8.0,397.0,8900000.0,1.7E7,3.47E7,4800000.0,"0"
0.0,"0","0",9200000.0,2.47E7,14.0,438.0,4800000.0,1.6E7,2.06E7,1.07E7,"0"
1.0,"1","1",6200000.0,1.97E7,18.0,820.0,1.12E7,3400000.0,1.56E7,4700000.0,"1"
1.0,"0","0",1200000.0,4600000.0,20.0,323.0,2000000.0,1700000.0,2600000.0,1400000.0,"0"
1.0,"0","1",7000000.0,2.03E7,14.0,837.0,7700000.0,2200000.0,1.97E7,5500000.0,"1"
5.0,"1","1",3800000.0,1.01E7,2.0,571.0,7400000.0,6600000.0,1.26E7,3300000.0,"1"
0.0,"1","0",4900000.0,1.63E7,14.0,479.0,1600000.0,6400000.0,1.86E7,2700000.0,"0"
2.0,"1","1",7800000.0,2.21E7,6.0,533.0,1.19E7,2500000.0,1.93E7,1.08E7,"0"
1.0,"0","1",7400000.0,1.72E7,8.0,899.0,1.65E7,8700000.0,1.67E7,4900000.0,"1"
1.0,"0","0",7000000.0,2.66E7,16.0,460.0,2.05E7,3300000.0,2.77E7,4600000.0,"0"
1.0,"0","0",4900000.0,1.25E7,2.0,636.0,1.42E7,6400000.0,1.39E7,5000000.0,"1"
3.0,"0","0",5800000.0,2.06E7,20.0,434.0,8400000.0,2700000.0,2.26E7,7000000.0,"0"
5.0,"0","0",2000000.0,6900000.0,18.0,516.0,4600000.0,3400000.0,6500000.0,1600000.0,"0"
4.0,"1","0",8300000.0,2.46E7,2.0,382.0,1400000.0,1200000.0,1.67E7,6600000.0,"0"
0.0,"1","1",1000000.0,2800000.0,12.0,616.0,700000.0,700000.0,3900000.0,700000.0,"1"
3.0,"1","0",5500000.0,1.16E7,6.0,745.0,9400000.0,8000000.0,1.28E7,5400000.0,"1"
5.0,"1","0",1400000.0,3400000.0,6.0,697.0,2000000.0,500000.0,4600000.0,1600000.0,"1"
4.0,"1","0",3700000.0,1.23E7,6.0,364.0,5900000.0,4200000.0,1.37E7,4400000.0,"0"
2.0,"0","1",2100000.0,6900000.0,2.0,566.0,700000.0,1500000.0,8100000.0,1000000.0,"1"
4.0,"0","0",6200000.0,2.19E7,12.0,462.0,9400000.0,2000000.0,1.66E7,8300000.0,"0"
0.0,"0","0",9300000.0,3.19E7,2.0,331.0,7100000.0,1.12E7,2.37E7,8000000.0,"1"
3.0,"0","1",5100000.0,1.03E7,12.0,839.0,1.34E7,5400000.0,1.07E7,7500000.0,"1"
0.0,"1","1",7000000.0,1.4E7,4.0,702.0,9000000.0,3100000.0,2.14E7,7600000.0,"1"
3.0,"1","1",5300000.0,1.79E7,2.0,580.0,1.02E7,6400000.0,1.16E7,3600000.0,"1"
3.0,"1","0",900000.0,2800000.0,10.0,560.0,2700000.0,300000.0,1900000.0,1300000.0,"1"
4.0,"0","1",9400000.0,2.57E7,14.0,845.0,2.73E7,4100000.0,2.65E7,1.22E7,"1"
4.0,"0","1",2600000.0,8500000.0,4.0,392.0,5500000.0,100000.0,8800000.0,2900000.0,"1"
2.0,"1","0",1500000.0,4900000.0,16.0,387.0,-100000.0,2400000.0,3700000.0,1300000.0,"0"
1.0,"1","1",1800000.0,6300000.0,12.0,749.0,4200000.0,200000.0,3800000.0,2700000.0,"1"
3.0,"1","1",7800000.0,2.0E7,14.0,727.0,4600000.0,7200000.0,1.73E7,8600000.0,"1"
3.0,"1","1",2100000.0,7400000.0,14.0,656.0,5600000.0,400000.0,5200000.0,2800000.0,"1"
0.0,"0","1",8300000.0,1.75E7,20.0,643.0,2.48E7,8900000.0,1.88E7,5100000.0,"1"
2.0,"0","1",4400000.0,1.68E7,4.0,307.0,1.28E7,7200000.0,9700000.0,5800000.0,"1"
2.0,"0","0",2300000.0,5000000.0,16.0,588.0,2000000.0,3500000.0,7000000.0,1500000.0,"1"
3.0,"1","1",7700000.0,2.23E7,20.0,895.0,2.22E7,1.33E7,2.39E7,9100000.0,"1"
0.0,"0","1",9300000.0,2.94E7,10.0,351.0,2.42E7,6800000.0,3.58E7,6100000.0,"0"
5.0,"0","0",5900000.0,1.64E7,12.0,891.0,1.02E7,1.04E7,1.96E7,4700000.0,"1"
5.0,"0","1",1900000.0,4900000.0,4.0,442.0,3200000.0,2100000.0,5800000.0,900000.0,"0"
0.0,"0","0",6900000.0,1.95E7,20.0,686.0,2300000.0,8700000.0,1.64E7,6200000.0,"1"
4.0,"1","1",2100000.0,8200000.0,20.0,432.0,6000000.0,900000.0,5600000.0,1000000.0,"0"
0.0,"0","0",8200000.0,2.09E7,14.0,766.0,4400000.0,1.23E7,1.84E7,1.21E7,"1"
4.0,"0","0",7700000.0,1.72E7,6.0,561.0,6000000.0,5000000.0,1.54E7,6800000.0,"1"
5.0,"0","0",7700000.0,1.9E7,2.0,539.0,4000000.0,1.45E7,2.93E7,4100000.0,"0"
1.0,"1","0",700000.0,1400000.0,6.0,759.0,1000000.0,500000.0,2600000.0,700000.0,"1"
5.0,"1","0",7100000.0,1.82E7,8.0,750.0,2.1E7,7900000.0,2.08E7,5300000.0,"1"
2.0,"1","0",3900000.0,1.36E7,10.0,373.0,1.16E7,1000000.0,8400000.0,3600000.0,"0"
1.0,"0","1",5200000.0,2.05E7,10.0,407.0,1100000.0,3400000.0,1.82E7,3800000.0,"0"
4.0,"0","0",5500000.0,2.02E7,14.0,611.0,1.37E7,5700000.0,1.51E7,7200000.0,"1"
3.0,"1","0",2600000.0,6300000.0,10.0,783.0,6500000.0,2400000.0,6500000.0,2600000.0,"1"
0.0,"0","1",7300000.0,2.4E7,18.0,651.0,1.66E7,100000.0,1.96E7,4500000.0,"1"
3.0,"1","0",8700000.0,3.11E7,16.0,760.0,400000.0,1800000.0,1.93E7,4800000.0,"0"
3.0,"1","0",9000000.0,2.27E7,16.0,793.0,1.17E7,1.08E7,3.5E7,7000000.0,"1"
4.0,"1","0",400000.0,800000.0,16.0,685.0,500000.0,300000.0,1300000.0,600000.0,"1"
2.0,"0","1",3300000.0,1.07E7,8.0,806.0,5700000.0,600000.0,1.15E7,4900000.0,"1"
1.0,"0","0",6300000.0,1.78E7,12.0,770.0,6000000.0,3000000.0,1.7E7,3200000.0,"1"
0.0,"0","0",7000000.0,2.36E7,14.0,663.0,1.38E7,9100000.0,2.13E7,7200000.0,"1"
2.0,"1","1",2100000.0,8100000.0,4.0,592.0,2000000.0,2500000.0,7900000.0,2700000.0,"1"
3.0,"0","0",7600000.0,2.63E7,18.0,580.0,1.91E7,1.46E7,2.55E7,5100000.0,"1"
1.0,"1","0",8200000.0,1.75E7,4.0,609.0,4500000.0,5600000.0,2.41E7,7700000.0,"1"
3.0,"0","1",9200000.0,2.32E7,8.0,380.0,1.31E7,1.55E7,1.89E7,6100000.0,"0"
3.0,"1","0",3800000.0,1.21E7,20.0,364.0,4100000.0,5100000.0,1.16E7,3000000.0,"0"
1.0,"1","0",3200000.0,8900000.0,12.0,866.0,5100000.0,700000.0,9900000.0,2400000.0,"1"
4.0,"0","0",9700000.0,3.17E7,10.0,342.0,700000.0,100000.0,3.67E7,1.2E7,"0"
5.0,"1","0",4700000.0,1.44E7,16.0,884.0,9900000.0,4400000.0,9300000.0,3800000.0,"1"
4.0,"1","1",3800000.0,1.25E7,18.0,859.0,3900000.0,4600000.0,8200000.0,2700000.0,"1"
4.0,"1","0",400000.0,1000000.0,20.0,692.0,500000.0,400000.0,1600000.0,200000.0,"1"
4.0,"0","1",3200000.0,6800000.0,16.0,675.0,8000000.0,1900000.0,6800000.0,4000000.0,"1"
5.0,"1","1",3900000.0,1.27E7,8.0,886.0,3500000.0,5800000.0,1.49E7,5400000.0,"1"
1.0,"1","1",3500000.0,1.31E7,10.0,477.0,3200000.0,6200000.0,7500000.0,3100000.0,"0"
2.0,"1","0",2200000.0,8300000.0,6.0,596.0,4700000.0,3000000.0,8500000.0,1800000.0,"1"
4.0,"0","0",6400000.0,1.97E7,20.0,400.0,2300000.0,6100000.0,2.01E7,6200000.0,"0"
3.0,"1","0",9100000.0,1.99E7,2.0,711.0,2200000.0,1.79E7,2.43E7,1.3E7,"1"
0.0,"0","1",3300000.0,8900000.0,2.0,418.0,4200000.0,6000000.0,9300000.0,3700000.0,"0"
3.0,"1","0",7800000.0,2.18E7,8.0,517.0,7700000.0,5100000.0,1.95E7,9100000.0,"0"
0.0,"0","1",6200000.0,1.62E7,6.0,508.0,5600000.0,5700000.0,2.15E7,3600000.0,"0"
3.0,"0","1",7000000.0,2.61E7,18.0,689.0,1.72E7,5700000.0,2.05E7,5900000.0,"1"
0.0,"1","0",9200000.0,2.82E7,12.0,455.0,1.92E7,6400000.0,3.47E7,5900000.0,"0"
5.0,"0","1",7500000.0,2.08E7,6.0,617.0,100000.0,1.42E7,1.93E7,8200000.0,"1"
2.0,"1","0",5300000.0,1.32E7,10.0,500.0,4700000.0,9800000.0,2.04E7,2900000.0,"0"
5.0,"0","1",6800000.0,2.28E7,14.0,382.0,1.76E7,700000.0,2.17E7,5800000.0,"0"
1.0,"0","0",7900000.0,2.08E7,18.0,538.0,1.0E7,9700000.0,2.99E7,1.06E7,"0"
0.0,"0","1",6200000.0,1.49E7,8.0,855.0,-100000.0,7200000.0,1.42E7,8200000.0,"1"
1.0,"1","0",1000000.0,3000000.0,18.0,614.0,1800000.0,1700000.0,3700000.0,700000.0,"1"
2.0,"1","1",7800000.0,2.54E7,10.0,513.0,2.21E7,600000.0,2.35E7,9800000.0,"0"
5.0,"1","1",3000000.0,8800000.0,14.0,402.0,5600000.0,5300000.0,8600000.0,4200000.0,"0"
5.0,"1","1",5700000.0,1.5E7,20.0,819.0,1.55E7,9800000.0,1.41E7,3400000.0,"1"
4.0,"0","0",6600000.0,2.54E7,12.0,622.0,9200000.0,3500000.0,1.99E7,7500000.0,"1"
4.0,"1","1",7100000.0,1.82E7,4.0,790.0,2500000.0,2200000.0,2.55E7,9600000.0,"1"
3.0,"1","1",1300000.0,4800000.0,14.0,808.0,3100000.0,2000000.0,5100000.0,1500000.0,"1"
2.0,"0","0",5200000.0,1.68E7,18.0,369.0,5400000.0,8600000.0,1.7E7,6800000.0,"0"
3.0,"1","0",5600000.0,2.03E7,4.0,330.0,1.61E7,5100000.0,1.53E7,4200000.0,"1"
2.0,"1","0",7100000.0,1.65E7,14.0,857.0,3700000.0,1.07E7,1.85E7,8200000.0,"1"
2.0,"1","0",5100000.0,1.91E7,8.0,457.0,1.32E7,5100000.0,1.64E7,7600000.0,"0"
3.0,"0","1",7600000.0,2.93E7,8.0,843.0,2.15E7,3000000.0,2.28E7,1.12E7,"1"
0.0,"1","1",2500000.0,5400000.0,6.0,463.0,1900000.0,3500000.0,8200000.0,1800000.0,"0"
3.0,"1","0",6900000.0,2.28E7,16.0,582.0,1.77E7,2200000.0,2.35E7,4400000.0,"1"
0.0,"1","0",3100000.0,6500000.0,2.0,391.0,100000.0,3800000.0,9900000.0,2400000.0,"0"
2.0,"1","1",9700000.0,3.51E7,20.0,612.0,1.34E7,1.35E7,3.82E7,6500000.0,"1"
0.0,"0","1",5800000.0,1.26E7,2.0,859.0,1.35E7,4700000.0,2.12E7,4500000.0,"1"
4.0,"0","0",7600000.0,1.86E7,18.0,779.0,9100000.0,5600000.0,1.52E7,1.0E7,"1"
5.0,"0","0",700000.0,2800000.0,2.0,561.0,900000.0,400000.0,1900000.0,800000.0,"1"
3.0,"1","0",2300000.0,5600000.0,18.0,420.0,1300000.0,600000.0,6700000.0,2100000.0,"0"
3.0,"0","0",1600000.0,3300000.0,8.0,609.0,4700000.0,100000.0,6000000.0,800000.0,"1"
4.0,"0","0",8100000.0,1.93E7,14.0,821.0,1.65E7,8500000.0,2.58E7,8300000.0,"1"
1.0,"1","0",7700000.0,1.71E7,14.0,603.0,1.11E7,1.21E7,3.03E7,7100000.0,"1"
4.0,"1","0",1500000.0,3400000.0,10.0,778.0,3800000.0,300000.0,4000000.0,2200000.0,"1"
3.0,"0","0",7400000.0,2.35E7,2.0,460.0,2.06E7,1.22E7,2.59E7,9200000.0,"1"
4.0,"0","1",8900000.0,2.71E7,18.0,363.0,7800000.0,9600000.0,2.54E7,1.27E7,"0"
0.0,"1","0",2400000.0,5300000.0,16.0,482.0,5500000.0,4200000.0,8400000.0,2600000.0,"0"
5.0,"1","0",5600000.0,2.03E7,4.0,772.0,1.06E7,6000000.0,1.36E7,7600000.0,"1"
4.0,"1","0",5900000.0,1.44E7,6.0,745.0,1.53E7,5100000.0,1.65E7,3000000.0,"1"
1.0,"1","0",1600000.0,3300000.0,2.0,513.0,400000.0,1300000.0,4600000.0,2200000.0,"0"
5.0,"0","0",1100000.0,4000000.0,2.0,362.0,1800000.0,1300000.0,3500000.0,1100000.0,"1"
2.0,"1","1",6600000.0,2.56E7,6.0,740.0,1.09E7,1900000.0,1.89E7,9200000.0,"1"
3.0,"1","0",8900000.0,2.44E7,10.0,774.0,1.12E7,6100000.0,3.14E7,7300000.0,"1"
1.0,"1","1",6400000.0,1.64E7,20.0,555.0,6000000.0,2500000.0,2.01E7,7400000.0,"1"
4.0,"0","1",8200000.0,1.73E7,12.0,588.0,9700000.0,1200000.0,2.07E7,4800000.0,"1"
1.0,"1","0",500000.0,1300000.0,14.0,619.0,1500000.0,100000.0,2000000.0,500000.0,"1"
0.0,"1","0",9700000.0,3.16E7,18.0,607.0,2.43E7,7900000.0,3.24E7,7500000.0,"1"
3.0,"0","1",7100000.0,1.67E7,4.0,435.0,1700000.0,9600000.0,2.43E7,6200000.0,"0"
4.0,"0","1",1400000.0,3400000.0,14.0,835.0,3100000.0,100000.0,4100000.0,2100000.0,"1"
1.0,"0","0",7200000.0,2.81E7,14.0,767.0,1.0E7,1.04E7,2.75E7,4000000.0,"1"
1.0,"1","1",8400000.0,2.62E7,14.0,643.0,1.94E7,1.15E7,1.79E7,6900000.0,"1"
4.0,"0","0",4300000.0,1.39E7,2.0,894.0,1.01E7,100000.0,8600000.0,3300000.0,"1"
0.0,"0","1",8800000.0,2.98E7,8.0,343.0,2.0E7,4900000.0,3.33E7,1.22E7,"0"
4.0,"0","0",4000000.0,1.51E7,8.0,800.0,8700000.0,6900000.0,1.22E7,4400000.0,"1"
3.0,"0","1",6900000.0,1.79E7,18.0,494.0,7700000.0,1.12E7,1.54E7,8700000.0,"0"
4.0,"1","0",9600000.0,3.3E7,14.0,336.0,5800000.0,8500000.0,3.01E7,4900000.0,"0"
2.0,"0","0",6900000.0,1.65E7,16.0,785.0,1.96E7,8600000.0,2.71E7,3600000.0,"1"
1.0,"0","1",3600000.0,1.34E7,16.0,732.0,5200000.0,6700000.0,7300000.0,3300000.0,"1"
2.0,"0","0",1900000.0,4600000.0,12.0,587.0,3000000.0,1300000.0,4800000.0,1100000.0,"1"
3.0,"0","1",9700000.0,3.08E7,18.0,471.0,1.27E7,3800000.0,3.73E7,1.04E7,"0"
